Date,Symbols,Close,High,Low,Open,Volume
2020-09-23,FB,249.02,257.9921,248.15,255.26,19641266
2020-09-23,PFE,35.634,36.008,35.599000000000004,35.97,22144301
2020-09-23,MRNA,67.16,68.62,65.77,67.865,6919352
2020-09-23,BNTX,63.83,67.28,63.6861,67.25,1677999
2020-09-22,AMZN,3128.99,3133.99,3000.2,3033.835,6948816
2020-09-22,GOOGL,1459.82,1463.97,1429.495,1450.32,1697542
2020-09-22,FB,254.75,255.32,248.22,253.31,30293103
2020-09-22,PFE,35.881,35.96,35.376,35.445,21784617
2020-09-22,MRNA,68.72,69.19,66.67,67.5,6303612
2020-09-22,BNTX,67.05,67.7573,63.61,65.38,1572284
2020-09-21,AMZN,2960.47,2962.0,2871.0,2906.5,6117925
2020-09-21,GOOGL,1430.14,1440.06,1402.68,1431.62,2845405
2020-09-21,FB,248.15,249.95,244.13,247.54,24709378
2020-09-21,PFE,35.653,36.109,35.015,36.0,25505288
2020-09-21,MRNA,69.26,69.48,65.46,68.6,8223034
2020-09-21,BNTX,66.12,66.2,62.3,65.56,2118737
2020-09-18,AMZN,2954.91,3037.8,2905.54,3031.74,8892580
2020-09-18,GOOGL,1451.09,1495.2,1431.62,1488.3,3152788
2020-09-18,FB,252.53,259.2,250.05,258.405,28130767
2020-09-18,PFE,36.257,36.693000000000005,36.198,36.406,30380080
2020-09-18,MRNA,69.87,70.0,66.1,68.28,13206193
2020-09-18,BNTX,67.0,68.44,65.17,68.01,2608880
2020-09-17,AMZN,3008.73,3029.4320000000002,2972.55,3009.25,6449050
2020-09-17,GOOGL,1487.04,1498.66,1462.46,1485.81,2000356
2020-09-17,FB,254.82,261.5,250.19,258.28,31281441
2020-09-17,PFE,36.445,36.594,36.178000000000004,36.406,17152206
2020-09-17,MRNA,67.89,70.9,64.6,68.5,13275199
2020-09-17,BNTX,66.78,68.71,65.15,66.82,2860010
2020-09-16,AMZN,3078.1,3187.238,3074.15,3179.99,4531189
2020-09-16,GOOGL,1512.09,1554.37,1511.59,1542.48,1107169
2020-09-16,FB,263.52,272.44,261.79,267.29,29207594
2020-09-16,PFE,36.406,36.93,36.346,36.900999999999996,21323010
2020-09-16,MRNA,68.84,70.04,66.73,67.64,11398006
2020-09-16,BNTX,66.04,67.29,65.4078,65.51,2237787
2020-09-15,AMZN,3156.13,3175.02,3108.92,3136.16,4021535
2020-09-15,GOOGL,1535.12,1550.99,1522.1,1527.89,1152055
2020-09-15,FB,272.42,274.52,269.3,270.67,18478530
2020-09-15,PFE,36.584,36.97,36.435,36.811,21091128
2020-09-15,MRNA,66.88,68.41,64.2293,65.0274,9101184
2020-09-15,BNTX,66.92,70.0,66.15,70.0,3168285
2020-09-14,AMZN,3102.97,3187.39,3096.0,3172.9372,4529596
2020-09-14,GOOGL,1508.83,1557.0,1505.11,1531.6471,2133007
2020-09-14,FB,266.15,276.64,265.7,270.95,24093830
2020-09-14,PFE,36.633,37.156,35.911,35.99,28339316
2020-09-14,MRNA,63.67,63.85,60.115,60.15,8930779
2020-09-14,BNTX,67.48,69.65,66.77,67.5,3373555
2020-09-11,AMZN,3116.22,3217.3409,3083.98,3208.69,5093982
2020-09-11,GOOGL,1515.76,1538.695,1493.02,1528.15,1535337
2020-09-11,FB,266.61,271.39,262.64,270.06,18913883
2020-09-11,PFE,35.703,35.742,35.089,35.376,23109312
2020-09-11,MRNA,59.34,59.51,57.45,58.49,4821869
2020-09-11,BNTX,65.13,65.28,61.05,61.4521,2515244
2020-09-10,AMZN,3175.11,3349.89,3170.55,3307.2188,5330741
2020-09-10,GOOGL,1526.05,1573.66,1520.0,1550.18,1651194
2020-09-10,FB,268.09,279.16,267.0319,275.51,24814669
2020-09-10,PFE,35.287,35.95,35.221,35.832,20752710
2020-09-10,MRNA,57.56,60.32,56.87,57.0408,7985321
2020-09-10,BNTX,61.2,62.28,60.5,62.0,1751775
2020-09-09,AMZN,3268.61,3303.175,3185.0,3202.99,5188675
2020-09-09,GOOGL,1547.23,1558.72,1525.17,1548.9,1962078
2020-09-09,FB,273.72,278.48,271.35,275.77,22918769
2020-09-09,PFE,35.812,36.277,35.772,35.921,26350346
2020-09-09,MRNA,56.9,57.19,54.51,56.03,9355441
2020-09-09,BNTX,62.32,63.38,60.6,63.0,3406940
2020-09-08,AMZN,3149.84,3250.845,3130.0,3144.0,6094205
2020-09-08,GOOGL,1523.6,1555.55,1516.5,1525.0,2701586
2020-09-08,FB,271.16,279.3,269.42,271.28,24863997
2020-09-08,PFE,35.564,36.236999999999995,35.317,36.158,25627829
2020-09-08,MRNA,54.34,58.6,54.21,57.75,17706208
2020-09-08,BNTX,59.83,61.0,58.69,60.16,2887809
2020-09-04,AMZN,3294.62,3381.5,3111.13,3318.0,8781754
2020-09-04,GOOGL,1581.21,1634.99,1537.9701,1609.0,2792533
2020-09-04,FB,282.73,289.0,271.14,287.25,30333671
2020-09-04,PFE,35.99,36.257,35.505,36.119,25757683
2020-09-04,MRNA,62.6,65.0,59.01,64.99,11653287
2020-09-04,BNTX,58.57,59.96,54.1,59.28,1985494
2020-09-03,AMZN,3368.0,3488.41,3303.0,3485.0,8161113
2020-09-03,GOOGL,1629.51,1700.0,1607.71,1699.52,3186287
2020-09-03,FB,291.12,297.6,283.63,295.99,32294092
2020-09-03,PFE,36.029,37.108000000000004,35.733000000000004,36.99,34465423
2020-09-03,MRNA,64.84,69.35,64.3,65.65,14307317
2020-09-03,BNTX,59.28,63.67,57.1,63.45,2585983
2020-09-02,AMZN,3531.45,3552.25,3486.685,3547.0,3931476
2020-09-02,GOOGL,1717.39,1726.1022,1660.19,1668.01,2476072
2020-09-02,FB,302.5,303.6,293.05,298.88,24341369
2020-09-02,PFE,36.821,36.92,36.029,36.396,27863071
2020-09-02,MRNA,64.72,64.89,61.3805,62.84,9874614
2020-09-02,BNTX,61.99,63.29,54.96,56.01,3892797
2020-09-01,AMZN,3499.12,3513.87,3467.0,3489.58,3476407
2020-09-01,GOOGL,1655.08,1659.22,1629.53,1632.16,1133766
2020-09-01,FB,295.44,301.49,292.71,294.71,17320872
2020-09-01,PFE,36.505,37.435,36.138000000000005,37.405,34661589
2020-09-01,MRNA,63.32,64.5,62.5,63.54,8200671
2020-09-01,BNTX,57.81,60.53,56.66,58.71,3575538
2020-08-31,AMZN,3450.96,3495.0,3405.0,3408.99,4185885
2020-08-31,GOOGL,1629.53,1644.5,1625.33,1643.57,1321097
2020-08-31,FB,293.2,296.88,291.55,293.95,17345134
2020-08-31,PFE,37.405,37.633,37.118,37.455,28786830
2020-08-31,MRNA,64.89,67.2,62.54,67.14,15271802
2020-08-31,BNTX,61.25,63.18,60.34,62.82,2217166
2020-08-28,AMZN,3401.8,3433.3699,3386.5,3423.0,2896978
2020-08-28,GOOGL,1639.43,1641.35,1625.605,1629.47,1121195
2020-08-28,FB,293.66,297.23,290.98,295.0,17172415
2020-08-28,PFE,37.524,37.673,37.019,37.485,31468836
2020-08-28,MRNA,67.49,68.95,67.15,68.04,6383705
2020-08-28,BNTX,64.0,65.5,63.32,65.04,1764738
2020-08-27,AMZN,3400.0,3453.0,3378.0,3450.05,4264795
2020-08-27,GOOGL,1628.52,1647.99,1618.8137,1646.61,1567503
2020-08-27,FB,293.22,301.23,292.02,300.16,30301309
2020-08-27,PFE,37.475,37.613,37.296,37.574,21237617
2020-08-27,MRNA,68.03,70.32,67.01,69.98,9262562
2020-08-27,BNTX,65.59,68.69,64.7901,68.2,1980527
2020-08-26,AMZN,3441.85,3451.7387,3344.5675,3351.11,6508743
2020-08-26,GOOGL,1644.13,1652.79,1600.9754,1606.3,2609363
2020-08-26,FB,303.91,304.67,284.0,284.0,69015151
2020-08-26,PFE,37.663000000000004,37.88,37.277,37.801,23084780
2020-08-26,MRNA,70.5,71.64,66.03,67.62,28768082
2020-08-26,BNTX,67.9,70.0,67.05,70.0,1711437
2020-08-25,AMZN,3346.49,3357.4,3267.0,3294.99,3992842
2020-08-25,GOOGL,1605.85,1608.88,1577.88,1580.1,1257463
2020-08-25,FB,280.82,283.09,270.2601,272.41,42127240
2020-08-25,PFE,38.019,38.167,37.564,38.118,25133654
2020-08-25,MRNA,66.25,66.696,63.55,64.32,7798501
2020-08-25,BNTX,70.49,70.5,68.21,70.07,1576204
2020-08-24,AMZN,3307.46,3380.315,3257.5608,3310.15,4666258
2020-08-24,GOOGL,1585.15,1608.78,1575.04,1592.47,1281893
2020-08-24,FB,271.39,277.2478,268.7701,271.07,23685603
2020-08-24,PFE,38.445,38.643,38.148,38.623000000000005,23974534
2020-08-24,MRNA,64.88,67.85,62.88,67.15,13143244
2020-08-24,BNTX,70.85,77.4,69.75,76.99,3393879
2020-08-21,AMZN,3284.72,3314.3962,3275.39,3295.0,3575862
2020-08-21,GOOGL,1575.57,1591.88,1562.31,1571.8,1742275
2020-08-21,FB,267.01,270.49,266.42,268.69,15538615
2020-08-21,PFE,38.484,38.603,38.177,38.514,24410870
2020-08-21,MRNA,66.45,68.02,65.6,67.5,6935608
2020-08-21,BNTX,73.02,76.28,70.34,71.77,6290399
2020-08-20,AMZN,3297.37,3312.62,3238.0,3252.0,3332478
2020-08-20,GOOGL,1576.25,1580.17,1534.46,1539.97,1319131
2020-08-20,FB,269.01,269.63,261.46,261.5,20299688
2020-08-20,PFE,38.326,38.395,37.742,37.791,21046788
2020-08-20,MRNA,67.81,68.0,66.63,67.79,6346700
2020-08-20,BNTX,66.27,70.29,64.08,66.0765,2932615
2020-08-19,AMZN,3260.48,3315.9,3256.0001,3303.01,4185137
2020-08-19,GOOGL,1544.61,1568.86,1540.0,1552.49,1523592
2020-08-19,FB,262.59,267.908,261.35,261.388,23291463
2020-08-19,PFE,37.871,38.213,37.732,38.088,15039271
2020-08-19,MRNA,68.0,69.17,66.6,66.74,8558809
2020-08-19,BNTX,65.6,67.48,65.01,67.42,2326648
2020-08-18,AMZN,3312.49,3320.0,3205.8187,3212.0,5345974
2020-08-18,GOOGL,1555.78,1557.37,1521.665,1526.12,1418850
2020-08-18,FB,262.34,265.15,259.26,260.95,18690383
2020-08-18,PFE,37.97,38.068000000000005,37.781,38.059,10396551
2020-08-18,MRNA,67.03,69.7,65.23,68.28,11329150
2020-08-18,BNTX,67.88,70.35,67.06,69.69,1905103
2020-08-17,AMZN,3182.41,3194.97,3154.1775,3173.12,2691237
2020-08-17,GOOGL,1516.24,1523.78,1505.0,1515.97,999934
2020-08-17,FB,261.16,264.0973,259.4,262.5,13351062
2020-08-17,PFE,37.96,38.019,37.559,37.653,16768642
2020-08-17,MRNA,69.76,70.78,68.38,69.14,8749112
2020-08-17,BNTX,70.26,71.3558,68.81,69.09,1947963
2020-08-14,AMZN,3148.02,3178.2357,3120.0,3178.18,2751723
2020-08-14,GOOGL,1504.63,1519.785,1499.0,1513.61,1097059
2020-08-14,FB,261.24,262.65,258.6801,262.305,14792708
2020-08-14,PFE,37.673,37.999,37.544000000000004,37.623000000000005,12366159
2020-08-14,MRNA,69.15,70.36,67.86,68.06,12799582
2020-08-14,BNTX,68.64,70.98,68.02,70.93,1862379
2020-08-13,AMZN,3161.02,3217.5211,3155.0,3182.99,3149043
2020-08-13,GOOGL,1516.65,1536.9744,1508.21,1508.21,1119711
2020-08-13,FB,261.3,265.16,259.57,261.55,17373970
2020-08-13,PFE,37.781,37.791,37.494,37.681999999999995,14703728
2020-08-13,MRNA,67.83,69.18,67.05,69.09,15055934
2020-08-13,BNTX,71.0,71.53,67.3038,68.25,2390942
2020-08-12,AMZN,3162.24,3174.385,3101.42,3108.0,3527229
2020-08-12,GOOGL,1507.24,1511.67,1485.0,1487.1245,1126560
2020-08-12,FB,259.89,263.8973,258.1125,258.97,21428329
2020-08-12,PFE,37.94,38.158,37.425,37.445,19137723
2020-08-12,MRNA,69.52,75.75,68.3,75.67,50471491
2020-08-12,BNTX,69.11,71.16,66.12,70.89,3253597
2020-08-11,AMZN,3080.67,3159.22,3073.0,3113.2,3718057
2020-08-11,GOOGL,1480.54,1510.44,1478.19,1494.0,1554853
2020-08-11,FB,256.13,265.915,255.13,260.185,28238283
2020-08-11,PFE,37.405,38.187,37.291,38.167,20442335
2020-08-11,MRNA,68.97,71.4,67.0,69.52,18118727
2020-08-11,BNTX,68.45,72.88,66.51,69.0,4032231
2020-08-10,AMZN,3148.16,3172.51,3101.52,3170.31,3167274
2020-08-10,GOOGL,1496.82,1507.15,1477.4901,1490.8,1027329
2020-08-10,FB,263.0,273.86,259.69,268.04,30248826
2020-08-10,PFE,37.999,38.266,37.871,38.158,19136535
2020-08-10,MRNA,72.01,75.0,71.41,74.27,8678274
2020-08-10,BNTX,73.95,77.2775,70.9,77.0,2830610
2020-08-07,AMZN,3167.46,3240.81,3140.6726,3224.01,3936127
2020-08-07,GOOGL,1498.37,1520.09,1486.27,1509.04,1386294
2020-08-07,FB,268.44,278.89,263.43,264.08,72766364
2020-08-07,PFE,38.059,38.222,37.772,37.91,22139265
2020-08-07,MRNA,74.1,75.39,73.01,74.38,8771437
2020-08-07,BNTX,77.0,78.54,74.03,77.09,3038220
2020-08-06,AMZN,3225.0,3247.47,3165.43,3194.36,3940602
2020-08-06,GOOGL,1504.95,1506.27,1471.9,1476.15,1665261
2020-08-06,FB,265.28,266.6,248.665,249.04,45241611
2020-08-06,PFE,37.88,38.702,37.763000000000005,38.375,20054296
2020-08-06,MRNA,73.76,76.25,73.12,75.79,11691503
2020-08-06,BNTX,77.08,80.26,76.58,79.29,3175182
2020-08-05,AMZN,3205.03,3213.5859,3127.3,3143.77,3930025
2020-08-05,GOOGL,1479.09,1490.0,1471.215,1476.82,1457518
2020-08-05,FB,249.12,252.2698,247.77,250.19,13088361
2020-08-05,PFE,38.059,38.138000000000005,37.742,38.078,23584307
2020-08-05,MRNA,75.8,77.49,73.69,77.49,19859902
2020-08-05,BNTX,81.3,83.2,76.845,82.82,4085523
2020-08-04,AMZN,3138.83,3167.24,3101.21,3101.21,4694294
2020-08-04,GOOGL,1473.3,1493.11,1464.03,1486.71,1860609
2020-08-04,FB,249.83,252.8,247.43,251.56,17183533
2020-08-04,PFE,37.999,38.286,37.702,37.92,28227144
2020-08-04,MRNA,78.46,78.62,75.5,78.192,10126500
2020-08-04,BNTX,83.17,84.5,81.08,84.44,2410338
2020-08-03,AMZN,3111.89,3184.0,3104.0,3180.51,5074663
2020-08-03,GOOGL,1482.76,1497.73,1471.72,1491.0,2276085
2020-08-03,FB,251.96,255.4,250.33,252.65,23134103
2020-08-03,PFE,37.96,38.266,37.826,38.217,29749167
2020-08-03,MRNA,77.98,77.99,73.03,74.98,13382327
2020-08-03,BNTX,85.47,85.48,81.84,82.99,2434416
2020-07-31,AMZN,3164.68,3246.82,3151.0,3244.0,8083369
2020-07-31,GOOGL,1487.95,1505.02,1454.0,1497.05,4576382
2020-07-31,FB,253.67,255.85,249.0,255.82,53030037
2020-07-31,PFE,38.088,38.356,37.475,38.275999999999996,27320803
2020-07-31,MRNA,74.1,78.44,73.6038,78.2,14223411
2020-07-31,BNTX,82.11,86.95,80.85,86.0,2642973
2020-07-30,AMZN,3051.88,3092.0,3005.0,3014.0,6128265
2020-07-30,GOOGL,1538.37,1540.89,1495.17,1497.97,1802121
2020-07-30,FB,234.5,234.893,229.0,230.22,20615306
2020-07-30,PFE,38.346,38.544000000000004,37.812,37.89,30935246
2020-07-30,MRNA,77.63,79.25,76.8,78.0,13101985
2020-07-30,BNTX,84.16,84.88,78.0,79.05,3302751
2020-07-29,AMZN,3033.53,3039.1592,2996.77,3030.99,2974060
2020-07-29,GOOGL,1523.51,1533.33,1503.01,1505.0,1133773
2020-07-29,FB,233.29,233.7,230.31,231.14,13588317
2020-07-29,PFE,38.484,38.67,37.69,38.524,35844597
2020-07-29,MRNA,79.51,82.82,76.5502,81.98,24453924
2020-07-29,BNTX,82.5,86.79,80.02,85.54,3846336
2020-07-28,AMZN,3000.33,3077.0926,2995.76,3054.27,3126651
2020-07-28,GOOGL,1503.65,1526.01,1500.52,1525.0,1545534
2020-07-28,FB,230.12,234.96,229.83,234.63,14170112
2020-07-28,PFE,38.249,38.556999999999995,37.308,37.778,54583218
2020-07-28,MRNA,81.49,83.85,79.5,81.0,32946885
2020-07-28,BNTX,85.38,90.4,84.1,89.0,5108614
2020-07-27,AMZN,3055.21,3098.0,3015.77,3062.0,4170492
2020-07-27,GOOGL,1529.43,1537.56,1512.33,1513.26,1356185
2020-07-27,FB,233.5,234.95,230.83,231.46,13163083
2020-07-27,PFE,36.799,37.004,36.495,36.621,26752861
2020-07-27,MRNA,79.91,80.98,76.16,80.63,44710713
2020-07-27,BNTX,86.53,88.2,81.7744,87.44,5129152
2020-07-24,AMZN,3008.91,3031.58,2888.0,2930.0,5632413
2020-07-24,GOOGL,1508.21,1515.4273,1487.59,1499.19,1495381
2020-07-24,FB,230.71,233.49,226.9,230.19,18325813
2020-07-24,PFE,36.915,37.396,36.588,37.279,32782980
2020-07-24,MRNA,73.21,73.9,66.54,69.05,27797477
2020-07-24,BNTX,84.17,86.7,80.34,86.3,7109730
2020-07-23,AMZN,2986.55,3098.2713,2970.0,3098.2713,5656906
2020-07-23,GOOGL,1516.75,1570.35,1508.59,1565.93,1695498
2020-07-23,FB,232.6,242.42,231.75,239.63,21771802
2020-07-23,PFE,37.650999999999996,38.641,37.425,38.455,57724680
2020-07-23,MRNA,75.33,82.68,72.2,82.05,29288088
2020-07-23,BNTX,88.51,101.15,87.0,97.5135,15899745
2020-07-22,AMZN,3099.91,3149.9999,3065.26,3125.0,4104225
2020-07-22,GOOGL,1564.85,1566.98,1543.23,1555.71,1224100
2020-07-22,FB,239.87,241.9,238.12,240.26,15427885
2020-07-22,PFE,37.798,37.965,36.779,37.475,87793174
2020-07-22,MRNA,83.225,84.12,79.11,79.61,27274018
2020-07-22,BNTX,104.17,104.99,93.65,99.19,13817768
2020-07-21,AMZN,3138.29,3240.5758,3105.72,3232.49,6134965
2020-07-21,GOOGL,1555.92,1587.05,1552.62,1585.03,1377718
2020-07-21,FB,241.75,246.91,240.08,246.22,19409687
2020-07-21,PFE,35.965,36.346,35.799,36.21,22887698
2020-07-21,MRNA,80.86,82.43,79.07,80.91,26185580
2020-07-21,BNTX,91.6,97.82,90.05,92.0,6034451
2020-07-20,AMZN,3196.84,3201.3599,2994.0172,3000.2,7598176
2020-07-20,GOOGL,1563.84,1569.01,1502.6961,1515.0,1508277
2020-07-20,FB,245.42,246.05,235.635,240.06,20872223
2020-07-20,PFE,35.779,36.876999999999995,35.602,36.749,35633585
2020-07-20,MRNA,82.68,90.85,78.05,87.86,78391296
2020-07-20,BNTX,88.2,96.0899,85.77,91.7465,7790762
2020-07-17,AMZN,2961.97,3024.0,2948.45,3009.0,4761319
2020-07-17,GOOGL,1516.85,1523.43,1498.1,1516.91,1713231
2020-07-17,FB,242.03,244.16,237.86,241.0,18152413
2020-07-17,PFE,35.534,35.611999999999995,35.019,35.150999999999996,22616280
2020-07-17,MRNA,94.85,95.21,82.61,83.35,103509162
2020-07-17,BNTX,85.25,86.4,76.42,76.54,5053511
2020-07-16,AMZN,2999.9,3032.0,2918.23,2971.06,6394246
2020-07-16,GOOGL,1514.92,1515.91,1488.27,1501.5,1324227
2020-07-16,FB,240.93,241.76,236.3306,238.0,18880705
2020-07-16,PFE,34.896,34.936,34.559,34.896,17830355
2020-07-16,MRNA,81.81,84.2899,79.6,80.1598,27277409
2020-07-16,BNTX,75.87,80.5,74.56,80.5,2847924
2020-07-15,AMZN,3008.87,3098.35,2973.1801,3080.23,5788874
2020-07-15,GOOGL,1516.88,1536.33,1497.83,1523.23,1551325
2020-07-15,FB,240.28,244.82,238.05,241.55,19133562
2020-07-15,PFE,35.014,35.289,34.769,35.279,25450240
2020-07-15,MRNA,80.22,88.37,78.01,87.52,90756071
2020-07-15,BNTX,78.0,87.58,76.8,86.08,3908683
2020-07-14,AMZN,3084.0,3127.38,2950.0,3089.0,7231933
2020-07-14,GOOGL,1520.86,1522.8,1485.925,1492.79,1905400
2020-07-14,FB,239.73,240.33,232.03,236.76,23378056
2020-07-14,PFE,34.534,34.72,34.19,34.671,31799264
2020-07-14,MRNA,75.04,76.9486,70.6201,74.0,38708760
2020-07-14,BNTX,83.88,85.0,78.0,82.57,4748726
2020-07-13,AMZN,3104.0,3344.29,3068.3901,3251.06,7720420
2020-07-13,GOOGL,1512.23,1576.36,1506.56,1549.94,2147728
2020-07-13,FB,239.0,250.15,238.42,247.005,24674874
2020-07-13,PFE,34.514,35.014,33.838,34.044000000000004,54752809
2020-07-13,MRNA,71.78,77.7499,63.8,63.89,56617291
2020-07-13,BNTX,77.78,84.89,75.75,78.47,8529557
2020-07-10,AMZN,3200.0,3215.0,3135.7,3191.76,5485982
2020-07-10,GOOGL,1539.01,1541.34,1500.72,1513.25,1796063
2020-07-10,FB,245.07,245.49,239.32,243.685,22982716
2020-07-10,PFE,33.162,33.368,32.823,32.995,23673736
2020-07-10,MRNA,62.61,64.93,62.32,64.65,7407545
2020-07-10,BNTX,70.36,71.2899,67.0,67.0,2874259
2020-07-09,AMZN,3182.63,3193.8799,3074.0016,3115.99,6388659
2020-07-09,GOOGL,1518.66,1529.1412,1495.59,1509.93,2091833
2020-07-09,FB,244.5,246.525,239.24,245.0,22174896
2020-07-09,PFE,32.799,33.21,32.446999999999996,33.064,19709914
2020-07-09,MRNA,64.97,65.35,58.88,62.09,20646142
2020-07-09,BNTX,65.61,68.0,64.51,66.61,1186732
2020-07-08,AMZN,3081.11,3083.97,3012.4301,3022.61,5037635
2020-07-08,GOOGL,1503.6,1511.17,1492.3,1500.8,1588292
2020-07-08,FB,243.58,246.99,236.59,238.11,29791339
2020-07-08,PFE,33.083,33.691,32.907,33.338,23477754
2020-07-08,MRNA,61.58,62.46,59.45,60.79,7590861
2020-07-08,BNTX,67.56,68.58,66.46,67.21,1449603
2020-07-07,AMZN,3000.12,3069.55,2990.0,3058.55,5257514
2020-07-07,GOOGL,1489.92,1521.32,1489.7,1496.13,2118194
2020-07-07,FB,240.86,247.65,238.82,239.41,27887786
2020-07-07,PFE,33.358000000000004,33.672,33.284,33.376999999999995,24340539
2020-07-07,MRNA,61.09,61.5,57.44,58.8,8904341
2020-07-07,BNTX,69.34,70.89,63.51,64.0,2264397
2020-07-06,AMZN,3057.04,3059.88,2930.0,2934.97,6880642
2020-07-06,GOOGL,1499.65,1510.0,1476.976,1488.15,2235630
2020-07-06,FB,240.28,240.4,232.27,233.76,26206158
2020-07-06,PFE,33.828,34.298,33.7,34.26,26279227
2020-07-06,MRNA,59.15,60.73,57.1,58.55,9977316
2020-07-06,BNTX,65.51,66.9,64.33,65.59,1649445
2020-07-02,AMZN,2890.3,2955.56,2871.1021,2912.01,6593387
2020-07-02,GOOGL,1469.93,1488.52,1451.065,1451.84,2860915
2020-07-02,FB,233.42,240.0,232.61,239.0,30633620
2020-07-02,PFE,33.828,34.159,33.368,33.936,43817365
2020-07-02,MRNA,58.57,61.8,55.8097,60.0,26544378
2020-07-02,BNTX,63.27,69.3899,62.73,68.245,3926512
2020-07-01,AMZN,2878.7,2895.0,2754.0,2757.99,6363439
2020-07-01,GOOGL,1442.0,1448.48,1414.18,1419.17,2109124
2020-07-01,FB,237.55,239.0,227.56,228.5,43399739
2020-07-01,PFE,33.073,33.858000000000004,33.054,33.858000000000004,71143031
2020-07-01,MRNA,61.59,63.73,59.12,63.0,17916470
2020-07-01,BNTX,64.14,79.38,62.3,77.7,9879256
2020-06-30,AMZN,2758.82,2769.63,2675.03,2685.065,3769686
2020-06-30,GOOGL,1418.05,1424.0,1386.9301,1396.88,2014320
2020-06-30,FB,227.07,227.5,218.47,220.59,33927068
2020-06-30,PFE,32.053000000000004,32.231,31.593000000000004,31.886999999999997,24634517
2020-06-30,MRNA,64.21,65.15899999999999,61.8,62.18,11955169
2020-06-30,BNTX,66.74,68.25,62.2197,66.16,1979059
2020-06-29,AMZN,2680.38,2696.8,2630.08,2690.01,4223422
2020-06-29,GOOGL,1397.17,1398.0,1351.65,1360.34,2253678
2020-06-29,FB,220.64,220.75,207.11,209.75,58514281
2020-06-29,PFE,31.995,32.025,31.563000000000002,31.819000000000003,23187119
2020-06-29,MRNA,62.08,63.0,59.4,61.82,8074205
2020-06-29,BNTX,65.8,71.38,64.12,65.68,4011359
2020-06-26,AMZN,2692.87,2782.5688,2688.0,2775.0559999999996,6500784
2020-06-26,GOOGL,1362.54,1437.02,1355.0,1432.63,4882014
2020-06-26,FB,216.08,233.09,215.4,232.64,76343939
2020-06-26,PFE,31.406999999999996,31.643,30.985,31.613000000000003,40800563
2020-06-26,MRNA,61.28,62.29,59.14,60.71,13866283
2020-06-26,BNTX,62.13,63.37,56.5,56.63,2830723
2020-06-25,AMZN,2754.58,2756.23,2712.14,2739.55,2968657
2020-06-25,GOOGL,1441.1,1442.32,1419.5401,1431.22,1197907
2020-06-25,FB,235.68,237.3,232.74,234.62,18704339
2020-06-25,PFE,31.680999999999997,31.741,31.201,31.475,26538290
2020-06-25,MRNA,62.0,67.0,58.51,67.0,26905664
2020-06-25,BNTX,59.71,59.92,53.5201,54.51,2406358
2020-06-24,AMZN,2734.4,2796.0,2721.0,2780.0,4526605
2020-06-24,GOOGL,1432.7,1475.79,1430.0,1463.28,1579579
2020-06-24,FB,234.02,243.22,232.68,241.2,20834904
2020-06-24,PFE,31.553,32.083,31.366999999999997,32.063,29828195
2020-06-24,MRNA,64.84,66.1559,63.14,63.23,14377115
2020-06-24,BNTX,54.73,55.35,51.8101,53.0,1344482
2020-06-23,AMZN,2764.41,2783.11,2718.04,2726.02,4231707
2020-06-23,GOOGL,1463.98,1475.2,1445.0,1452.0,1887583
2020-06-23,FB,242.24,245.1853,239.86,241.28,24017915
2020-06-23,PFE,32.123000000000005,32.593,32.093,32.544000000000004,36480271
2020-06-23,MRNA,62.94,65.08,62.74,64.1,12361339
2020-06-23,BNTX,52.75,56.0,51.52,55.62,2142192
2020-06-22,AMZN,2713.82,2715.0,2669.0,2684.5,3208780
2020-06-22,GOOGL,1450.66,1450.95,1419.19,1425.01,1472072
2020-06-22,FB,239.22,240.7,236.91,238.56,18917782
2020-06-22,PFE,32.455999999999996,32.701,32.259,32.671,22583376
2020-06-22,MRNA,64.75,66.29,62.12,65.92,13586383
2020-06-22,BNTX,57.45,58.9,51.85,51.95,2678243
2020-06-19,AMZN,2675.01,2697.43,2659.0,2678.08,5776963
2020-06-19,GOOGL,1424.64,1444.5,1419.0,1440.0,2639167
2020-06-19,FB,238.79,240.83,235.55,237.79,30081291
2020-06-19,PFE,32.76,33.073,32.46,33.024,42517177
2020-06-19,MRNA,66.35,66.45,64.01,64.99,16076734
2020-06-19,BNTX,51.36,51.58,49.91,50.9,735797
2020-06-18,AMZN,2653.98,2659.64,2636.11,2647.01,2487774
2020-06-18,GOOGL,1434.12,1452.9699,1426.235,1449.85,1743071
2020-06-18,FB,235.94,236.14,232.15,234.99,15782452
2020-06-18,PFE,32.583,32.809,32.329,32.613,31242482
2020-06-18,MRNA,64.95,65.4,62.58,63.03,10914379
2020-06-18,BNTX,50.94,51.59,49.83,49.86,691521
2020-06-17,AMZN,2640.98,2655.0,2631.82,2647.5,2959316
2020-06-17,GOOGL,1452.54,1462.2,1435.125,1452.94,1530500
2020-06-17,FB,235.53,237.59,231.7268,235.0,19578125
2020-06-17,PFE,32.897,33.098,32.657,32.926,26626517
2020-06-17,MRNA,63.31,65.88,62.58,63.6,13615975
2020-06-17,BNTX,50.85,51.5,49.5001,49.75,723069
2020-06-16,AMZN,2615.27,2620.0,2576.0,2620.0,3595649
2020-06-16,GOOGL,1446.47,1457.17,1428.99,1449.0,1534826
2020-06-16,FB,235.65,238.46,233.0,237.14,15236691
